genero,nombreCurso,nota,periodo
Femenino,Cálculo 2,1.7,2022-03-01T00:00:00.000Z
Masculino,Cálculo 2,2.5,2022-03-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,3.7,2023-03-01T00:00:00.000Z
Masculino,Electiva de  Ciencias Sociales,0.2,2023-03-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,2.7,2023-03-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,3.1,2023-03-01T00:00:00.000Z
Masculino,Electiva de  Ciencias Sociales,0.8,2023-03-01T00:00:00.000Z
Femenino,Almacenamiento de datos,4.6,2023-03-01T00:00:00.000Z
Femenino,Almacenamiento de datos,0.5,2023-03-01T00:00:00.000Z
Otro,Almacenamiento de datos,4.1,2023-03-01T00:00:00.000Z
Masculino,Almacenamiento de datos,0.4,2023-03-01T00:00:00.000Z
Masculino,Almacenamiento de datos,3.5,2023-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,3.5,2022-03-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,2.7,2022-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,0.7,2022-03-01T00:00:00.000Z
Otro,Legislación y Ética en el Manejo de Datos,0.4,2022-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,0.8,2022-03-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,4.7,2024-01-01T00:00:00.000Z
Masculino,Seminario de Ing. de Datos e IA,0.7,2024-01-01T00:00:00.000Z
Otro,Seminario de Ing. de Datos e IA,1.5,2024-01-01T00:00:00.000Z
Masculino,Seminario de Ing. de Datos e IA,3.4,2024-01-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,3.7,2024-01-01T00:00:00.000Z
Masculino,Electiva profesional 4,3.5,2023-01-01T00:00:00.000Z
Femenino,Electiva profesional 4,1.4,2023-01-01T00:00:00.000Z
Masculino,Electiva profesional 4,0.1,2023-01-01T00:00:00.000Z
Otro,Electiva profesional 4,4.5,2023-01-01T00:00:00.000Z
Femenino,Electiva profesional 4,4.7,2023-01-01T00:00:00.000Z
Otro,Ingles 1,0.7,2022-03-01T00:00:00.000Z
Otro,Ingles 1,2.3,2022-03-01T00:00:00.000Z
Otro,Ingles 1,3.6,2022-03-01T00:00:00.000Z
Masculino,Ingles 1,1.3,2022-03-01T00:00:00.000Z
Masculino,Ingles 1,1.4,2022-03-01T00:00:00.000Z
Femenino,Innovación y Emprendimiento,4.1,2023-03-01T00:00:00.000Z
Otro,Innovación y Emprendimiento,3.4,2023-03-01T00:00:00.000Z
Masculino,Innovación y Emprendimiento,3.9,2023-03-01T00:00:00.000Z
Otro,Innovación y Emprendimiento,4.4,2023-03-01T00:00:00.000Z
Femenino,Innovación y Emprendimiento,3.6,2023-03-01T00:00:00.000Z
Otro,Ingles 2,3.6,2024-01-01T00:00:00.000Z
Masculino,Ingles 2,4.4,2024-01-01T00:00:00.000Z
Otro,Ingles 2,1.1,2024-01-01T00:00:00.000Z
Femenino,Ingles 2,0.3,2024-01-01T00:00:00.000Z
Femenino,Ingles 2,4.7,2024-01-01T00:00:00.000Z
Femenino,Ingles 2,1.2,2023-01-01T00:00:00.000Z
Femenino,Ingles 2,4.5,2023-01-01T00:00:00.000Z
Masculino,Ingles 2,0.3,2023-01-01T00:00:00.000Z
Otro,Ingles 2,1.6,2023-01-01T00:00:00.000Z
Otro,Ingles 2,2.9,2023-01-01T00:00:00.000Z
Masculino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2.9,2021-03-01T00:00:00.000Z
Masculino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2.9,2021-03-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,0.7,2021-03-01T00:00:00.000Z
Otro,Introducción a la Ingeniería de Datos e Inteligencia Artificial,0.0,2021-03-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4.4,2021-03-01T00:00:00.000Z
Masculino,Estadística y Probabilidad II,0.8,2023-03-01T00:00:00.000Z
Masculino,Estadística y Probabilidad II,1.6,2023-03-01T00:00:00.000Z
Femenino,Estadística y Probabilidad II,4.8,2023-03-01T00:00:00.000Z
Otro,Estadística y Probabilidad II,3.6,2023-03-01T00:00:00.000Z
Otro,Estadística y Probabilidad II,1.0,2023-03-01T00:00:00.000Z
Masculino,Electiva de  Ciencias Sociales,4.8,2021-03-01T00:00:00.000Z
Otro,Electiva de  Ciencias Sociales,2.4,2021-03-01T00:00:00.000Z
Masculino,Electiva de  Ciencias Sociales,4.4,2021-03-01T00:00:00.000Z
Masculino,Electiva de  Ciencias Sociales,4.4,2021-03-01T00:00:00.000Z
Masculino,Electiva de  Ciencias Sociales,2.0,2021-03-01T00:00:00.000Z
Masculino,Ingles 4,3.3,2022-01-01T00:00:00.000Z
Otro,Ingles 4,1.4,2022-01-01T00:00:00.000Z
Masculino,Ingles 4,2.3,2022-01-01T00:00:00.000Z
Masculino,Ingles 4,2.9,2022-01-01T00:00:00.000Z
Femenino,Ingles 4,0.2,2022-01-01T00:00:00.000Z
Otro,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3.9,2023-01-01T00:00:00.000Z
Otro,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2.7,2023-01-01T00:00:00.000Z
Otro,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3.8,2023-01-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4.1,2023-01-01T00:00:00.000Z
Otro,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2.9,2023-01-01T00:00:00.000Z
Otro,Formación Ciudadana I : Identidades y Pluralismo,3.5,2024-01-01T00:00:00.000Z
Otro,Formación Ciudadana I : Identidades y Pluralismo,1.2,2024-01-01T00:00:00.000Z
Otro,Formación Ciudadana I : Identidades y Pluralismo,4.8,2024-01-01T00:00:00.000Z
Otro,Formación Ciudadana I : Identidades y Pluralismo,3.5,2024-01-01T00:00:00.000Z
Femenino,Formación Ciudadana I : Identidades y Pluralismo,2.2,2024-01-01T00:00:00.000Z
Masculino,Matemáticas Fundamentales,0.5,2024-03-01T00:00:00.000Z
Masculino,Matemáticas Fundamentales,3.1,2024-03-01T00:00:00.000Z
Otro,Matemáticas Fundamentales,0.6,2024-03-01T00:00:00.000Z
Femenino,Matemáticas Fundamentales,2.9,2024-03-01T00:00:00.000Z
Femenino,Matemáticas Fundamentales,2.2,2024-03-01T00:00:00.000Z
Otro,Electiva profesional 4,3.5,2024-03-01T00:00:00.000Z
Masculino,Electiva profesional 4,3.7,2024-03-01T00:00:00.000Z
Otro,Electiva profesional 4,1.6,2024-03-01T00:00:00.000Z
Masculino,Electiva profesional 4,0.7,2024-03-01T00:00:00.000Z
Masculino,Electiva profesional 4,2.4,2024-03-01T00:00:00.000Z
Otro,Legislación y Ética en el Manejo de Datos,0.8,2021-03-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,4.0,2021-03-01T00:00:00.000Z
Otro,Legislación y Ética en el Manejo de Datos,2.8,2021-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,0.3,2021-03-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,1.0,2021-03-01T00:00:00.000Z
Femenino,Electiva Profesional 3,3.4,2021-03-01T00:00:00.000Z
Femenino,Electiva Profesional 3,1.5,2021-03-01T00:00:00.000Z
Masculino,Electiva Profesional 3,2.5,2021-03-01T00:00:00.000Z
Masculino,Electiva Profesional 3,4.3,2021-03-01T00:00:00.000Z
Otro,Electiva Profesional 3,1.0,2021-03-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,1.1,2022-03-01T00:00:00.000Z
Masculino,Electiva de  Ciencias Sociales,2.9,2022-03-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,4.9,2022-03-01T00:00:00.000Z
Masculino,Electiva de  Ciencias Sociales,1.5,2022-03-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,2.6,2022-03-01T00:00:00.000Z
Femenino,Administración para Ingenieros,4.7,2023-03-01T00:00:00.000Z
Otro,Administración para Ingenieros,0.4,2023-03-01T00:00:00.000Z
Masculino,Administración para Ingenieros,4.1,2023-03-01T00:00:00.000Z
Otro,Administración para Ingenieros,0.3,2023-03-01T00:00:00.000Z
Masculino,Administración para Ingenieros,5.0,2023-03-01T00:00:00.000Z
Femenino,Ingles 1,1.6,2021-03-01T00:00:00.000Z
Femenino,Ingles 1,3.5,2021-03-01T00:00:00.000Z
Otro,Ingles 1,4.9,2021-03-01T00:00:00.000Z
Femenino,Ingles 1,1.8,2021-03-01T00:00:00.000Z
Masculino,Ingles 1,1.5,2021-03-01T00:00:00.000Z
Masculino,Electiva de  Ciencias Sociales,2.5,2024-01-01T00:00:00.000Z
Masculino,Electiva de  Ciencias Sociales,2.1,2024-01-01T00:00:00.000Z
Masculino,Electiva de  Ciencias Sociales,3.8,2024-01-01T00:00:00.000Z
Otro,Electiva de  Ciencias Sociales,4.9,2024-01-01T00:00:00.000Z
Otro,Electiva de  Ciencias Sociales,3.9,2024-01-01T00:00:00.000Z
Femenino,Cálculo 1,4.8,2021-03-01T00:00:00.000Z
Femenino,Cálculo 1,0.5,2021-03-01T00:00:00.000Z
Femenino,Cálculo 1,0.1,2021-03-01T00:00:00.000Z
Femenino,Cálculo 1,0.7,2021-03-01T00:00:00.000Z
Otro,Cálculo 1,3.4,2021-03-01T00:00:00.000Z
Masculino,Electiva Libre I,3.1,2023-01-01T00:00:00.000Z
Femenino,Electiva Libre I,0.9,2023-01-01T00:00:00.000Z
Masculino,Electiva Libre I,2.7,2023-01-01T00:00:00.000Z
Otro,Electiva Libre I,4.2,2023-01-01T00:00:00.000Z
Masculino,Electiva Libre I,0.8,2023-01-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,4.0,2021-03-01T00:00:00.000Z
Otro,Electiva de  Ciencias Sociales,1.3,2021-03-01T00:00:00.000Z
Femenino,Electiva de  Ciencias Sociales,2.7,2021-03-01T00:00:00.000Z
Masculino,Electiva de  Ciencias Sociales,0.2,2021-03-01T00:00:00.000Z
Otro,Electiva de  Ciencias Sociales,0.6,2021-03-01T00:00:00.000Z
Femenino,Administración para Ingenieros,3.7,2024-03-01T00:00:00.000Z
Masculino,Administración para Ingenieros,0.5,2024-03-01T00:00:00.000Z
Otro,Administración para Ingenieros,1.5,2024-03-01T00:00:00.000Z
Masculino,Administración para Ingenieros,1.3,2024-03-01T00:00:00.000Z
Otro,Administración para Ingenieros,4.4,2024-03-01T00:00:00.000Z
Otro,Innovación y Emprendimiento,1.4,2021-03-01T00:00:00.000Z
Femenino,Innovación y Emprendimiento,2.7,2021-03-01T00:00:00.000Z
Otro,Innovación y Emprendimiento,1.5,2021-03-01T00:00:00.000Z
Femenino,Innovación y Emprendimiento,2.9,2021-03-01T00:00:00.000Z
Otro,Innovación y Emprendimiento,2.4,2021-03-01T00:00:00.000Z
Femenino,Ingeniería y Sostenibilidad,4.3,2024-03-01T00:00:00.000Z
Masculino,Ingeniería y Sostenibilidad,2.2,2024-03-01T00:00:00.000Z
Masculino,Ingeniería y Sostenibilidad,1.7,2024-03-01T00:00:00.000Z
Otro,Ingeniería y Sostenibilidad,2.8,2024-03-01T00:00:00.000Z
Otro,Ingeniería y Sostenibilidad,4.1,2024-03-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,4.2,2022-01-01T00:00:00.000Z
Masculino,Seminario de Ing. de Datos e IA,4.2,2022-01-01T00:00:00.000Z
Otro,Seminario de Ing. de Datos e IA,4.7,2022-01-01T00:00:00.000Z
Masculino,Seminario de Ing. de Datos e IA,3.0,2022-01-01T00:00:00.000Z
Otro,Seminario de Ing. de Datos e IA,1.3,2022-01-01T00:00:00.000Z
Otro,Matemáticas Fundamentales,4.5,2021-01-01T00:00:00.000Z
Masculino,Matemáticas Fundamentales,1.4,2021-01-01T00:00:00.000Z
Femenino,Matemáticas Fundamentales,5.0,2021-01-01T00:00:00.000Z
Femenino,Matemáticas Fundamentales,1.7,2021-01-01T00:00:00.000Z
Femenino,Matemáticas Fundamentales,3.7,2021-01-01T00:00:00.000Z
Otro,Electiva de Lectura y Escritura,3.9,2021-03-01T00:00:00.000Z
Otro,Electiva de Lectura y Escritura,4.6,2021-03-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,4.0,2021-03-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,3.0,2021-03-01T00:00:00.000Z
Otro,Electiva de Lectura y Escritura,1.9,2021-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,3.3,2024-03-01T00:00:00.000Z
Otro,Legislación y Ética en el Manejo de Datos,3.3,2024-03-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,3.7,2024-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,1.7,2024-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,4.2,2024-03-01T00:00:00.000Z
Masculino,Ingles 3,4.9,2024-03-01T00:00:00.000Z
Femenino,Ingles 3,4.7,2024-03-01T00:00:00.000Z
Femenino,Ingles 3,2.5,2024-03-01T00:00:00.000Z
Otro,Ingles 3,0.2,2024-03-01T00:00:00.000Z
Masculino,Ingles 3,0.4,2024-03-01T00:00:00.000Z
Masculino,ETL (Extracción Transformación y Carga),3.5,2022-03-01T00:00:00.000Z
Otro,ETL (Extracción Transformación y Carga),4.1,2022-03-01T00:00:00.000Z
Femenino,ETL (Extracción Transformación y Carga),4.5,2022-03-01T00:00:00.000Z
Femenino,ETL (Extracción Transformación y Carga),2.1,2022-03-01T00:00:00.000Z
Femenino,ETL (Extracción Transformación y Carga),0.6,2022-03-01T00:00:00.000Z
Otro,Ingeniería y Sostenibilidad,3.6,2021-03-01T00:00:00.000Z
Otro,Ingeniería y Sostenibilidad,1.4,2021-03-01T00:00:00.000Z
Masculino,Ingeniería y Sostenibilidad,3.8,2021-03-01T00:00:00.000Z
Masculino,Ingeniería y Sostenibilidad,4.1,2021-03-01T00:00:00.000Z
Masculino,Ingeniería y Sostenibilidad,0.9,2021-03-01T00:00:00.000Z
Femenino,Innovación y Emprendimiento,2.0,2023-03-01T00:00:00.000Z
Otro,Innovación y Emprendimiento,1.8,2023-03-01T00:00:00.000Z
Otro,Innovación y Emprendimiento,3.1,2023-03-01T00:00:00.000Z
Masculino,Innovación y Emprendimiento,4.1,2023-03-01T00:00:00.000Z
Otro,Innovación y Emprendimiento,2.8,2023-03-01T00:00:00.000Z
Otro,Electiva de Lectura y Escritura,1.0,2023-03-01T00:00:00.000Z
Masculino,Electiva de Lectura y Escritura,3.7,2023-03-01T00:00:00.000Z
Masculino,Electiva de Lectura y Escritura,2.3,2023-03-01T00:00:00.000Z
Masculino,Electiva de Lectura y Escritura,4.1,2023-03-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,0.7,2023-03-01T00:00:00.000Z
Femenino,Electiva Profesional 5,3.7,2023-03-01T00:00:00.000Z
Masculino,Electiva Profesional 5,5.0,2023-03-01T00:00:00.000Z
Masculino,Electiva Profesional 5,2.4,2023-03-01T00:00:00.000Z
Otro,Electiva Profesional 5,2.2,2023-03-01T00:00:00.000Z
Otro,Electiva Profesional 5,3.8,2023-03-01T00:00:00.000Z
Masculino,Formación Ciudadana III: Paz y Convivencia,3.4,2024-01-01T00:00:00.000Z
Otro,Formación Ciudadana III: Paz y Convivencia,3.7,2024-01-01T00:00:00.000Z
Femenino,Formación Ciudadana III: Paz y Convivencia,2.9,2024-01-01T00:00:00.000Z
Otro,Formación Ciudadana III: Paz y Convivencia,0.5,2024-01-01T00:00:00.000Z
Masculino,Formación Ciudadana III: Paz y Convivencia,0.9,2024-01-01T00:00:00.000Z
Otro,Ingles 4,0.5,2021-03-01T00:00:00.000Z
Femenino,Ingles 4,3.6,2021-03-01T00:00:00.000Z
Masculino,Ingles 4,4.5,2021-03-01T00:00:00.000Z
Femenino,Ingles 4,4.7,2021-03-01T00:00:00.000Z
Otro,Ingles 4,1.9,2021-03-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,4.4,2023-01-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,3.1,2023-01-01T00:00:00.000Z
Masculino,Electiva de Lectura y Escritura,2.8,2023-01-01T00:00:00.000Z
Otro,Electiva de Lectura y Escritura,2.0,2023-01-01T00:00:00.000Z
Masculino,Electiva de Lectura y Escritura,3.9,2023-01-01T00:00:00.000Z
Masculino,Seguridad de la Información,0.9,2023-01-01T00:00:00.000Z
Femenino,Seguridad de la Información,2.3,2023-01-01T00:00:00.000Z
Femenino,Seguridad de la Información,0.5,2023-01-01T00:00:00.000Z
Femenino,Seguridad de la Información,4.5,2023-01-01T00:00:00.000Z
Masculino,Seguridad de la Información,2.4,2023-01-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,2.2,2022-01-01T00:00:00.000Z
Masculino,Seminario de Ing. de Datos e IA,3.4,2022-01-01T00:00:00.000Z
Otro,Seminario de Ing. de Datos e IA,2.1,2022-01-01T00:00:00.000Z
Masculino,Seminario de Ing. de Datos e IA,3.2,2022-01-01T00:00:00.000Z
Otro,Seminario de Ing. de Datos e IA,2.4,2022-01-01T00:00:00.000Z
Masculino,Electiva profesional 4,4.7,2024-01-01T00:00:00.000Z
Otro,Electiva profesional 4,2.3,2024-01-01T00:00:00.000Z
Masculino,Electiva profesional 4,4.7,2024-01-01T00:00:00.000Z
Masculino,Electiva profesional 4,3.1,2024-01-01T00:00:00.000Z
Femenino,Electiva profesional 4,4.1,2024-01-01T00:00:00.000Z
Femenino,Cálculo 2,4.7,2024-01-01T00:00:00.000Z
Masculino,Cálculo 2,3.6,2024-01-01T00:00:00.000Z
Otro,Cálculo 2,0.7,2024-01-01T00:00:00.000Z
Femenino,Cálculo 2,4.2,2024-01-01T00:00:00.000Z
Masculino,Cálculo 2,4.8,2024-01-01T00:00:00.000Z
Masculino,Electiva Profesional 5,0.1,2022-03-01T00:00:00.000Z
Femenino,Electiva Profesional 5,2.3,2022-03-01T00:00:00.000Z
Otro,Electiva Profesional 5,1.7,2022-03-01T00:00:00.000Z
Otro,Electiva Profesional 5,4.6,2022-03-01T00:00:00.000Z
Femenino,Electiva Profesional 5,4.7,2022-03-01T00:00:00.000Z
Masculino,Electiva profesional 4,3.2,2023-03-01T00:00:00.000Z
Masculino,Electiva profesional 4,1.9,2023-03-01T00:00:00.000Z
Masculino,Electiva profesional 4,1.6,2023-03-01T00:00:00.000Z
Masculino,Electiva profesional 4,2.4,2023-03-01T00:00:00.000Z
Otro,Electiva profesional 4,2.4,2023-03-01T00:00:00.000Z
Femenino,Álgebra lineal,3.8,2023-01-01T00:00:00.000Z
Otro,Álgebra lineal,2.2,2023-01-01T00:00:00.000Z
Otro,Álgebra lineal,0.4,2023-01-01T00:00:00.000Z
Otro,Álgebra lineal,1.9,2023-01-01T00:00:00.000Z
Otro,Álgebra lineal,3.7,2023-01-01T00:00:00.000Z
Otro,Formación Ciudadana I : Identidades y Pluralismo,0.5,2021-03-01T00:00:00.000Z
Otro,Formación Ciudadana I : Identidades y Pluralismo,0.4,2021-03-01T00:00:00.000Z
Femenino,Formación Ciudadana I : Identidades y Pluralismo,2.6,2021-03-01T00:00:00.000Z
Otro,Formación Ciudadana I : Identidades y Pluralismo,4.4,2021-03-01T00:00:00.000Z
Femenino,Formación Ciudadana I : Identidades y Pluralismo,1.2,2021-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,1.1,2023-03-01T00:00:00.000Z
Masculino,Legislación y Ética en el Manejo de Datos,4.6,2023-03-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,3.8,2023-03-01T00:00:00.000Z
Otro,Legislación y Ética en el Manejo de Datos,3.9,2023-03-01T00:00:00.000Z
Femenino,Legislación y Ética en el Manejo de Datos,1.2,2023-03-01T00:00:00.000Z
Femenino,Estadística y Probabilidad I,4.7,2023-03-01T00:00:00.000Z
Masculino,Estadística y Probabilidad I,3.9,2023-03-01T00:00:00.000Z
Masculino,Estadística y Probabilidad I,2.5,2023-03-01T00:00:00.000Z
Masculino,Estadística y Probabilidad I,4.0,2023-03-01T00:00:00.000Z
Otro,Estadística y Probabilidad I,4.1,2023-03-01T00:00:00.000Z
Femenino,Electiva Profesional 1,2.4,2024-03-01T00:00:00.000Z
Otro,Electiva Profesional 1,1.0,2024-03-01T00:00:00.000Z
Masculino,Electiva Profesional 1,0.1,2024-03-01T00:00:00.000Z
Femenino,Electiva Profesional 1,1.4,2024-03-01T00:00:00.000Z
Otro,Electiva Profesional 1,2.2,2024-03-01T00:00:00.000Z
Masculino,Sistemas Operativos,0.9,2024-03-01T00:00:00.000Z
Otro,Sistemas Operativos,3.3,2024-03-01T00:00:00.000Z
Otro,Sistemas Operativos,3.4,2024-03-01T00:00:00.000Z
Otro,Sistemas Operativos,1.6,2024-03-01T00:00:00.000Z
Femenino,Sistemas Operativos,1.4,2024-03-01T00:00:00.000Z
Otro,Administración para Ingenieros,4.7,2021-01-01T00:00:00.000Z
Otro,Administración para Ingenieros,4.1,2021-01-01T00:00:00.000Z
Femenino,Administración para Ingenieros,4.0,2021-01-01T00:00:00.000Z
Masculino,Administración para Ingenieros,2.1,2021-01-01T00:00:00.000Z
Otro,Administración para Ingenieros,4.4,2021-01-01T00:00:00.000Z
Femenino,Lógica y Matemática Discreta,1.5,2024-03-01T00:00:00.000Z
Femenino,Lógica y Matemática Discreta,2.9,2024-03-01T00:00:00.000Z
Otro,Lógica y Matemática Discreta,0.5,2024-03-01T00:00:00.000Z
Femenino,Lógica y Matemática Discreta,3.1,2024-03-01T00:00:00.000Z
Femenino,Lógica y Matemática Discreta,0.3,2024-03-01T00:00:00.000Z
Femenino,Redes e Infraestructura,0.5,2024-03-01T00:00:00.000Z
Femenino,Redes e Infraestructura,3.8,2024-03-01T00:00:00.000Z
Femenino,Redes e Infraestructura,3.3,2024-03-01T00:00:00.000Z
Masculino,Redes e Infraestructura,3.9,2024-03-01T00:00:00.000Z
Masculino,Redes e Infraestructura,4.9,2024-03-01T00:00:00.000Z
Masculino,Estadística y Probabilidad I,1.5,2021-01-01T00:00:00.000Z
Femenino,Estadística y Probabilidad I,4.6,2021-01-01T00:00:00.000Z
Otro,Estadística y Probabilidad I,0.0,2021-01-01T00:00:00.000Z
Masculino,Estadística y Probabilidad I,0.0,2021-01-01T00:00:00.000Z
Otro,Estadística y Probabilidad I,4.9,2021-01-01T00:00:00.000Z
Femenino,Electiva Profesional 2,2.9,2021-01-01T00:00:00.000Z
Otro,Electiva Profesional 2,2.9,2021-01-01T00:00:00.000Z
Femenino,Electiva Profesional 2,3.2,2021-01-01T00:00:00.000Z
Masculino,Electiva Profesional 2,0.8,2021-01-01T00:00:00.000Z
Masculino,Electiva Profesional 2,3.8,2021-01-01T00:00:00.000Z
Masculino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3.5,2022-03-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3.0,2022-03-01T00:00:00.000Z
Otro,Introducción a la Ingeniería de Datos e Inteligencia Artificial,0.4,2022-03-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2.7,2022-03-01T00:00:00.000Z
Masculino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4.9,2022-03-01T00:00:00.000Z
Femenino,Ingles 2,2.0,2021-03-01T00:00:00.000Z
Femenino,Ingles 2,0.9,2021-03-01T00:00:00.000Z
Otro,Ingles 2,0.2,2021-03-01T00:00:00.000Z
Femenino,Ingles 2,2.8,2021-03-01T00:00:00.000Z
Femenino,Ingles 2,3.1,2021-03-01T00:00:00.000Z
Otro,Introducción a la Ingeniería de Datos e Inteligencia Artificial,0.4,2023-01-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.0,2023-01-01T00:00:00.000Z
Femenino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.2,2023-01-01T00:00:00.000Z
Masculino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2.2,2023-01-01T00:00:00.000Z
Masculino,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3.9,2023-01-01T00:00:00.000Z
Masculino,Electiva de Lectura y Escritura,2.0,2022-01-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,1.9,2022-01-01T00:00:00.000Z
Masculino,Electiva de Lectura y Escritura,3.7,2022-01-01T00:00:00.000Z
Masculino,Electiva de Lectura y Escritura,2.1,2022-01-01T00:00:00.000Z
Femenino,Electiva de Lectura y Escritura,2.4,2022-01-01T00:00:00.000Z
Masculino,Inteligencia Artificial,2.4,2024-01-01T00:00:00.000Z
Otro,Inteligencia Artificial,1.3,2024-01-01T00:00:00.000Z
Masculino,Inteligencia Artificial,0.6,2024-01-01T00:00:00.000Z
Masculino,Inteligencia Artificial,3.8,2024-01-01T00:00:00.000Z
Femenino,Inteligencia Artificial,3.3,2024-01-01T00:00:00.000Z
Otro,Estadística y Probabilidad I,5.0,2022-01-01T00:00:00.000Z
Masculino,Estadística y Probabilidad I,2.4,2022-01-01T00:00:00.000Z
Otro,Estadística y Probabilidad I,0.7,2022-01-01T00:00:00.000Z
Masculino,Estadística y Probabilidad I,0.7,2022-01-01T00:00:00.000Z
Otro,Estadística y Probabilidad I,2.0,2022-01-01T00:00:00.000Z
Femenino,Ingles 1,1.3,2021-01-01T00:00:00.000Z
Masculino,Ingles 1,0.5,2021-01-01T00:00:00.000Z
Femenino,Ingles 1,2.8,2021-01-01T00:00:00.000Z
Femenino,Ingles 1,1.7,2021-01-01T00:00:00.000Z
Femenino,Ingles 1,2.5,2021-01-01T00:00:00.000Z
Otro,Comunicación Oral y Escrita,0.6,2024-03-01T00:00:00.000Z
Masculino,Comunicación Oral y Escrita,4.8,2024-03-01T00:00:00.000Z
Femenino,Comunicación Oral y Escrita,4.8,2024-03-01T00:00:00.000Z
Masculino,Comunicación Oral y Escrita,2.9,2024-03-01T00:00:00.000Z
Masculino,Comunicación Oral y Escrita,2.4,2024-03-01T00:00:00.000Z
Otro,Seminario de Ing. de Datos e IA,1.1,2023-03-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,1.2,2023-03-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,0.7,2023-03-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,1.8,2023-03-01T00:00:00.000Z
Femenino,Seminario de Ing. de Datos e IA,0.6,2023-03-01T00:00:00.000Z
Femenino,Ingles 4,2.4,2021-03-01T00:00:00.000Z
Femenino,Ingles 4,1.8,2021-03-01T00:00:00.000Z
Otro,Ingles 4,3.3,2021-03-01T00:00:00.000Z
Otro,Ingles 4,4.0,2021-03-01T00:00:00.000Z
Femenino,Ingles 4,0.9,2021-03-01T00:00:00.000Z
Masculino,ETL (Extracción Transformación y Carga),0.7,2024-03-01T00:00:00.000Z
Masculino,ETL (Extracción Transformación y Carga),1.7,2024-03-01T00:00:00.000Z
Masculino,ETL (Extracción Transformación y Carga),2.1,2024-03-01T00:00:00.000Z
Masculino,ETL (Extracción Transformación y Carga),0.2,2024-03-01T00:00:00.000Z
Femenino,ETL (Extracción Transformación y Carga),4.4,2024-03-01T00:00:00.000Z
Femenino,Formación Ciudadana I : Identidades y Pluralismo,0.1,2023-01-01T00:00:00.000Z
Otro,Formación Ciudadana I : Identidades y Pluralismo,0.8,2023-01-01T00:00:00.000Z
