estadoCivil,nombreCurso,nota,periodo
Viudo,Ingles 4,2.0,2021-01-01T00:00:00.000Z
Union libre,Innovación y Emprendimiento,0.2,2022-01-01T00:00:00.000Z
Soltero,Innovación y Emprendimiento,2.6,2022-01-01T00:00:00.000Z
Soltero,Innovación y Emprendimiento,2.9,2022-01-01T00:00:00.000Z
Soltero,Innovación y Emprendimiento,2.8,2022-01-01T00:00:00.000Z
Soltero,Innovación y Emprendimiento,4.5,2022-01-01T00:00:00.000Z
Union libre,Electiva profesional 4,0.8,2021-03-01T00:00:00.000Z
Divorciado,Electiva profesional 4,1.6,2021-03-01T00:00:00.000Z
Union libre,Electiva profesional 4,0.3,2021-03-01T00:00:00.000Z
Union libre,Electiva profesional 4,2.4,2021-03-01T00:00:00.000Z
Viudo,Electiva profesional 4,2.5,2021-03-01T00:00:00.000Z
Viudo,Electiva profesional 4,4.5,2021-01-01T00:00:00.000Z
Viudo,Electiva profesional 4,2.9,2021-01-01T00:00:00.000Z
Viudo,Electiva profesional 4,0.8,2021-01-01T00:00:00.000Z
Divorciado,Electiva profesional 4,3.5,2021-01-01T00:00:00.000Z
Viudo,Electiva profesional 4,4.4,2021-01-01T00:00:00.000Z
Viudo,Sistemas Operativos,4.6,2023-01-01T00:00:00.000Z
Divorciado,Sistemas Operativos,2.6,2023-01-01T00:00:00.000Z
Union libre,Sistemas Operativos,0.2,2023-01-01T00:00:00.000Z
Soltero,Sistemas Operativos,1.7,2023-01-01T00:00:00.000Z
Divorciado,Sistemas Operativos,3.3,2023-01-01T00:00:00.000Z
Union libre,Cálculo 1,3.7,2021-03-01T00:00:00.000Z
Soltero,Cálculo 1,3.9,2021-03-01T00:00:00.000Z
Union libre,Cálculo 1,1.5,2021-03-01T00:00:00.000Z
Divorciado,Cálculo 1,4.4,2021-03-01T00:00:00.000Z
Soltero,Cálculo 1,1.4,2021-03-01T00:00:00.000Z
Divorciado,Ingles 5,4.3,2021-03-01T00:00:00.000Z
Union libre,Ingles 5,1.2,2021-03-01T00:00:00.000Z
Soltero,Ingles 5,4.4,2021-03-01T00:00:00.000Z
Viudo,Ingles 5,2.8,2021-03-01T00:00:00.000Z
Union libre,Ingles 5,3.3,2021-03-01T00:00:00.000Z
Soltero,Electiva profesional 4,3.2,2021-03-01T00:00:00.000Z
Divorciado,Electiva profesional 4,2.1,2021-03-01T00:00:00.000Z
Union libre,Electiva profesional 4,3.9,2021-03-01T00:00:00.000Z
Divorciado,Electiva profesional 4,2.2,2021-03-01T00:00:00.000Z
Casado,Electiva profesional 4,1.0,2021-03-01T00:00:00.000Z
Casado,Matemáticas Fundamentales,0.7,2022-01-01T00:00:00.000Z
Casado,Matemáticas Fundamentales,3.3,2022-01-01T00:00:00.000Z
Union libre,Matemáticas Fundamentales,2.2,2022-01-01T00:00:00.000Z
Viudo,Matemáticas Fundamentales,1.8,2022-01-01T00:00:00.000Z
Union libre,Matemáticas Fundamentales,4.9,2022-01-01T00:00:00.000Z
Soltero,Cálculo 2,1.6,2022-03-01T00:00:00.000Z
Viudo,Cálculo 2,1.6,2022-03-01T00:00:00.000Z
Divorciado,Cálculo 2,0.9,2022-03-01T00:00:00.000Z
Union libre,Cálculo 2,1.1,2022-03-01T00:00:00.000Z
Union libre,Cálculo 2,4.9,2022-03-01T00:00:00.000Z
Viudo,Cálculo 1,4.1,2023-03-01T00:00:00.000Z
Viudo,Cálculo 1,2.1,2023-03-01T00:00:00.000Z
Viudo,Cálculo 1,3.5,2023-03-01T00:00:00.000Z
Viudo,Cálculo 1,3.3,2023-03-01T00:00:00.000Z
Union libre,Cálculo 1,0.2,2023-03-01T00:00:00.000Z
Viudo,Estadística y Probabilidad II,2.5,2022-01-01T00:00:00.000Z
Casado,Estadística y Probabilidad II,1.8,2022-01-01T00:00:00.000Z
Divorciado,Estadística y Probabilidad II,1.8,2022-01-01T00:00:00.000Z
Soltero,Estadística y Probabilidad II,3.3,2022-01-01T00:00:00.000Z
Divorciado,Estadística y Probabilidad II,0.3,2022-01-01T00:00:00.000Z
Soltero,Sistemas Operativos,4.6,2023-03-01T00:00:00.000Z
Viudo,Sistemas Operativos,2.7,2023-03-01T00:00:00.000Z
Casado,Sistemas Operativos,1.9,2023-03-01T00:00:00.000Z
Union libre,Sistemas Operativos,1.2,2023-03-01T00:00:00.000Z
Union libre,Sistemas Operativos,3.1,2023-03-01T00:00:00.000Z
Union libre,Ingles 4,1.7,2022-01-01T00:00:00.000Z
Soltero,Ingles 4,4.9,2022-01-01T00:00:00.000Z
Union libre,Ingles 4,3.2,2022-01-01T00:00:00.000Z
Union libre,Ingles 4,2.3,2022-01-01T00:00:00.000Z
Union libre,Ingles 4,3.1,2022-01-01T00:00:00.000Z
Soltero,Almacenamiento de datos,0.4,2022-03-01T00:00:00.000Z
Casado,Almacenamiento de datos,2.9,2022-03-01T00:00:00.000Z
Casado,Almacenamiento de datos,2.8,2022-03-01T00:00:00.000Z
Divorciado,Almacenamiento de datos,3.9,2022-03-01T00:00:00.000Z
Union libre,Almacenamiento de datos,2.1,2022-03-01T00:00:00.000Z
Divorciado,Sistemas Operativos,2.7,2022-03-01T00:00:00.000Z
Casado,Sistemas Operativos,0.6,2022-03-01T00:00:00.000Z
Union libre,Sistemas Operativos,2.6,2022-03-01T00:00:00.000Z
Casado,Sistemas Operativos,1.4,2022-03-01T00:00:00.000Z
Divorciado,Sistemas Operativos,4.0,2022-03-01T00:00:00.000Z
Divorciado,Ingles 1,3.2,2024-01-01T00:00:00.000Z
Casado,Ingles 1,4.9,2024-01-01T00:00:00.000Z
Union libre,Ingles 1,0.5,2024-01-01T00:00:00.000Z
Soltero,Ingles 1,3.4,2024-01-01T00:00:00.000Z
Divorciado,Ingles 1,2.9,2024-01-01T00:00:00.000Z
Union libre,Introducción a la Ingeniería de Datos e Inteligencia Artificial,0.5,2023-01-01T00:00:00.000Z
Casado,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2.8,2023-01-01T00:00:00.000Z
Union libre,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4.7,2023-01-01T00:00:00.000Z
Soltero,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3.5,2023-01-01T00:00:00.000Z
Soltero,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.2,2023-01-01T00:00:00.000Z
Viudo,Matemáticas Fundamentales,1.3,2021-01-01T00:00:00.000Z
Divorciado,Matemáticas Fundamentales,4.3,2021-01-01T00:00:00.000Z
Soltero,Matemáticas Fundamentales,5.0,2021-01-01T00:00:00.000Z
Viudo,Matemáticas Fundamentales,4.0,2021-01-01T00:00:00.000Z
Divorciado,Matemáticas Fundamentales,0.4,2021-01-01T00:00:00.000Z
Viudo,Estadística y Probabilidad I,3.8,2024-03-01T00:00:00.000Z
Divorciado,Estadística y Probabilidad I,0.6,2024-03-01T00:00:00.000Z
Union libre,Estadística y Probabilidad I,0.5,2024-03-01T00:00:00.000Z
Soltero,Estadística y Probabilidad I,3.9,2024-03-01T00:00:00.000Z
Viudo,Estadística y Probabilidad I,1.6,2024-03-01T00:00:00.000Z
Divorciado,ETL (Extracción Transformación y Carga),2.4,2021-01-01T00:00:00.000Z
Casado,ETL (Extracción Transformación y Carga),1.7,2021-01-01T00:00:00.000Z
Viudo,ETL (Extracción Transformación y Carga),4.0,2021-01-01T00:00:00.000Z
Soltero,ETL (Extracción Transformación y Carga),2.4,2021-01-01T00:00:00.000Z
Soltero,ETL (Extracción Transformación y Carga),3.4,2021-01-01T00:00:00.000Z
Divorciado,Ingles 4,3.2,2021-01-01T00:00:00.000Z
Union libre,Ingles 4,1.9,2021-01-01T00:00:00.000Z
Viudo,Ingles 4,1.7,2021-01-01T00:00:00.000Z
Viudo,Ingles 4,0.1,2021-01-01T00:00:00.000Z
Divorciado,Ingles 4,0.5,2021-01-01T00:00:00.000Z
Union libre,Formación Ciudadana II: Sociedad y Estado,1.6,2023-01-01T00:00:00.000Z
Divorciado,Formación Ciudadana II: Sociedad y Estado,1.3,2023-01-01T00:00:00.000Z
Soltero,Formación Ciudadana II: Sociedad y Estado,4.5,2023-01-01T00:00:00.000Z
Casado,Formación Ciudadana II: Sociedad y Estado,3.2,2023-01-01T00:00:00.000Z
Divorciado,Formación Ciudadana II: Sociedad y Estado,2.7,2023-01-01T00:00:00.000Z
Divorciado,Almacenamiento de datos,2.1,2021-03-01T00:00:00.000Z
Viudo,Almacenamiento de datos,2.9,2021-03-01T00:00:00.000Z
Divorciado,Almacenamiento de datos,2.2,2021-03-01T00:00:00.000Z
Casado,Almacenamiento de datos,4.0,2021-03-01T00:00:00.000Z
Casado,Almacenamiento de datos,1.5,2021-03-01T00:00:00.000Z
Soltero,Formación Ciudadana III: Paz y Convivencia,0.0,2023-03-01T00:00:00.000Z
Viudo,Formación Ciudadana III: Paz y Convivencia,0.3,2023-03-01T00:00:00.000Z
Viudo,Formación Ciudadana III: Paz y Convivencia,1.9,2023-03-01T00:00:00.000Z
Divorciado,Formación Ciudadana III: Paz y Convivencia,1.5,2023-03-01T00:00:00.000Z
Viudo,Formación Ciudadana III: Paz y Convivencia,2.2,2023-03-01T00:00:00.000Z
Soltero,Lógica y Matemática Discreta,4.6,2021-01-01T00:00:00.000Z
Union libre,Lógica y Matemática Discreta,2.2,2021-01-01T00:00:00.000Z
Union libre,Lógica y Matemática Discreta,4.3,2021-01-01T00:00:00.000Z
Soltero,Lógica y Matemática Discreta,3.0,2021-01-01T00:00:00.000Z
Casado,Lógica y Matemática Discreta,1.6,2021-01-01T00:00:00.000Z
Divorciado,Ingles 4,0.3,2024-03-01T00:00:00.000Z
Soltero,Ingles 4,2.9,2024-03-01T00:00:00.000Z
Viudo,Ingles 4,4.1,2024-03-01T00:00:00.000Z
Union libre,Ingles 4,3.4,2024-03-01T00:00:00.000Z
Divorciado,Ingles 4,1.3,2024-03-01T00:00:00.000Z
Casado,Comunicación Oral y Escrita,1.5,2023-03-01T00:00:00.000Z
Soltero,Comunicación Oral y Escrita,0.5,2023-03-01T00:00:00.000Z
Casado,Comunicación Oral y Escrita,2.6,2023-03-01T00:00:00.000Z
Divorciado,Comunicación Oral y Escrita,3.3,2023-03-01T00:00:00.000Z
Soltero,Comunicación Oral y Escrita,2.3,2023-03-01T00:00:00.000Z
Divorciado,Almacenamiento de datos,4.9,2022-03-01T00:00:00.000Z
Viudo,Almacenamiento de datos,2.2,2022-03-01T00:00:00.000Z
Viudo,Almacenamiento de datos,1.8,2022-03-01T00:00:00.000Z
Viudo,Almacenamiento de datos,3.1,2022-03-01T00:00:00.000Z
Union libre,Almacenamiento de datos,4.7,2022-03-01T00:00:00.000Z
Soltero,Analítica de Datos,3.5,2023-03-01T00:00:00.000Z
Union libre,Analítica de Datos,4.6,2023-03-01T00:00:00.000Z
Soltero,Analítica de Datos,3.0,2023-03-01T00:00:00.000Z
Soltero,Analítica de Datos,3.2,2023-03-01T00:00:00.000Z
Soltero,Analítica de Datos,4.9,2023-03-01T00:00:00.000Z
Divorciado,Comunicación Oral y Escrita,1.2,2023-03-01T00:00:00.000Z
Soltero,Comunicación Oral y Escrita,4.1,2023-03-01T00:00:00.000Z
Union libre,Comunicación Oral y Escrita,4.3,2023-03-01T00:00:00.000Z
Casado,Comunicación Oral y Escrita,0.6,2023-03-01T00:00:00.000Z
Casado,Comunicación Oral y Escrita,2.4,2023-03-01T00:00:00.000Z
Soltero,Programación,2.2,2024-01-01T00:00:00.000Z
Union libre,Programación,1.2,2024-01-01T00:00:00.000Z
Viudo,Programación,2.3,2024-01-01T00:00:00.000Z
Casado,Programación,2.2,2024-01-01T00:00:00.000Z
Union libre,Programación,2.5,2024-01-01T00:00:00.000Z
Casado,Lógica y Matemática Discreta,3.1,2023-03-01T00:00:00.000Z
Divorciado,Lógica y Matemática Discreta,3.5,2023-03-01T00:00:00.000Z
Soltero,Lógica y Matemática Discreta,2.6,2023-03-01T00:00:00.000Z
Divorciado,Lógica y Matemática Discreta,1.1,2023-03-01T00:00:00.000Z
Divorciado,Lógica y Matemática Discreta,0.8,2023-03-01T00:00:00.000Z
Union libre,Estadística y Probabilidad II,2.6,2023-01-01T00:00:00.000Z
Viudo,Estadística y Probabilidad II,0.9,2023-01-01T00:00:00.000Z
Casado,Estadística y Probabilidad II,1.0,2023-01-01T00:00:00.000Z
Viudo,Estadística y Probabilidad II,4.6,2023-01-01T00:00:00.000Z
Divorciado,Estadística y Probabilidad II,2.3,2023-01-01T00:00:00.000Z
Union libre,ETL (Extracción Transformación y Carga),1.3,2021-01-01T00:00:00.000Z
Viudo,ETL (Extracción Transformación y Carga),1.1,2021-01-01T00:00:00.000Z
Casado,ETL (Extracción Transformación y Carga),3.5,2021-01-01T00:00:00.000Z
Union libre,ETL (Extracción Transformación y Carga),0.8,2021-01-01T00:00:00.000Z
Viudo,ETL (Extracción Transformación y Carga),4.9,2021-01-01T00:00:00.000Z
Casado,Electiva de Lectura y Escritura,0.4,2024-03-01T00:00:00.000Z
Viudo,Electiva de Lectura y Escritura,1.9,2024-03-01T00:00:00.000Z
Viudo,Electiva de Lectura y Escritura,1.4,2024-03-01T00:00:00.000Z
Casado,Electiva de Lectura y Escritura,3.7,2024-03-01T00:00:00.000Z
Viudo,Electiva de Lectura y Escritura,2.1,2024-03-01T00:00:00.000Z
Soltero,Cálculo 2,1.3,2024-03-01T00:00:00.000Z
Divorciado,Cálculo 2,0.5,2024-03-01T00:00:00.000Z
Viudo,Cálculo 2,3.6,2024-03-01T00:00:00.000Z
Soltero,Cálculo 2,4.1,2024-03-01T00:00:00.000Z
Divorciado,Cálculo 2,4.6,2024-03-01T00:00:00.000Z
Union libre,Seguridad de la Información,3.1,2021-01-01T00:00:00.000Z
Divorciado,Seguridad de la Información,0.1,2021-01-01T00:00:00.000Z
Divorciado,Seguridad de la Información,4.0,2021-01-01T00:00:00.000Z
Soltero,Seguridad de la Información,2.3,2021-01-01T00:00:00.000Z
Divorciado,Seguridad de la Información,0.5,2021-01-01T00:00:00.000Z
Divorciado,Comunicación Oral y Escrita,2.5,2022-01-01T00:00:00.000Z
Soltero,Comunicación Oral y Escrita,4.3,2022-01-01T00:00:00.000Z
Union libre,Comunicación Oral y Escrita,3.7,2022-01-01T00:00:00.000Z
Casado,Comunicación Oral y Escrita,3.8,2022-01-01T00:00:00.000Z
Soltero,Comunicación Oral y Escrita,4.2,2022-01-01T00:00:00.000Z
Union libre,Electiva Libre I,2.0,2024-03-01T00:00:00.000Z
Union libre,Electiva Libre I,0.9,2024-03-01T00:00:00.000Z
Divorciado,Electiva Libre I,4.0,2024-03-01T00:00:00.000Z
Viudo,Electiva Libre I,1.3,2024-03-01T00:00:00.000Z
Soltero,Electiva Libre I,3.7,2024-03-01T00:00:00.000Z
Union libre,Sistemas Operativos,3.1,2022-03-01T00:00:00.000Z
Divorciado,Sistemas Operativos,2.4,2022-03-01T00:00:00.000Z
Viudo,Sistemas Operativos,2.9,2022-03-01T00:00:00.000Z
Soltero,Sistemas Operativos,2.8,2022-03-01T00:00:00.000Z
Casado,Sistemas Operativos,3.0,2022-03-01T00:00:00.000Z
Divorciado,Ingeniería y Sostenibilidad,2.8,2023-03-01T00:00:00.000Z
Divorciado,Ingeniería y Sostenibilidad,4.1,2023-03-01T00:00:00.000Z
Divorciado,Ingeniería y Sostenibilidad,0.7,2023-03-01T00:00:00.000Z
Union libre,Ingeniería y Sostenibilidad,2.1,2023-03-01T00:00:00.000Z
Viudo,Ingeniería y Sostenibilidad,0.8,2023-03-01T00:00:00.000Z
Casado,Álgebra lineal,1.3,2023-03-01T00:00:00.000Z
Soltero,Álgebra lineal,4.0,2023-03-01T00:00:00.000Z
Divorciado,Álgebra lineal,0.7,2023-03-01T00:00:00.000Z
Divorciado,Álgebra lineal,4.0,2023-03-01T00:00:00.000Z
Casado,Álgebra lineal,1.2,2023-03-01T00:00:00.000Z
Divorciado,Ingles 3,4.9,2023-01-01T00:00:00.000Z
Divorciado,Ingles 3,4.9,2023-01-01T00:00:00.000Z
Casado,Ingles 3,0.8,2023-01-01T00:00:00.000Z
Divorciado,Ingles 3,3.0,2023-01-01T00:00:00.000Z
Casado,Ingles 3,3.8,2023-01-01T00:00:00.000Z
Divorciado,Inteligencia Artificial,3.0,2023-03-01T00:00:00.000Z
Viudo,Inteligencia Artificial,2.3,2023-03-01T00:00:00.000Z
Union libre,Inteligencia Artificial,0.4,2023-03-01T00:00:00.000Z
Divorciado,Inteligencia Artificial,3.8,2023-03-01T00:00:00.000Z
Union libre,Inteligencia Artificial,0.7,2023-03-01T00:00:00.000Z
Union libre,Analítica de Datos,2.2,2022-01-01T00:00:00.000Z
Union libre,Analítica de Datos,0.4,2022-01-01T00:00:00.000Z
Union libre,Analítica de Datos,3.8,2022-01-01T00:00:00.000Z
Divorciado,Analítica de Datos,1.2,2022-01-01T00:00:00.000Z
Divorciado,Analítica de Datos,1.3,2022-01-01T00:00:00.000Z
Divorciado,Electiva Profesional 3,3.8,2022-03-01T00:00:00.000Z
Casado,Electiva Profesional 3,3.8,2022-03-01T00:00:00.000Z
Union libre,Electiva Profesional 3,3.8,2022-03-01T00:00:00.000Z
Casado,Electiva Profesional 3,4.3,2022-03-01T00:00:00.000Z
Viudo,Electiva Profesional 3,0.8,2022-03-01T00:00:00.000Z
Viudo,Sistemas Operativos,3.7,2021-03-01T00:00:00.000Z
Casado,Sistemas Operativos,0.9,2021-03-01T00:00:00.000Z
Union libre,Sistemas Operativos,0.6,2021-03-01T00:00:00.000Z
Soltero,Sistemas Operativos,2.5,2021-03-01T00:00:00.000Z
Casado,Sistemas Operativos,1.2,2021-03-01T00:00:00.000Z
Union libre,Electiva de Lectura y Escritura,2.6,2021-03-01T00:00:00.000Z
Union libre,Electiva de Lectura y Escritura,1.1,2021-03-01T00:00:00.000Z
Viudo,Electiva de Lectura y Escritura,3.2,2021-03-01T00:00:00.000Z
Viudo,Electiva de Lectura y Escritura,3.2,2021-03-01T00:00:00.000Z
Divorciado,Electiva de Lectura y Escritura,3.2,2021-03-01T00:00:00.000Z
Soltero,Estadística y Probabilidad I,1.1,2021-03-01T00:00:00.000Z
Divorciado,Estadística y Probabilidad I,1.0,2021-03-01T00:00:00.000Z
Divorciado,Estadística y Probabilidad I,1.2,2021-03-01T00:00:00.000Z
Viudo,Estadística y Probabilidad I,0.1,2021-03-01T00:00:00.000Z
Soltero,Estadística y Probabilidad I,0.9,2021-03-01T00:00:00.000Z
Union libre,Redes e Infraestructura,2.1,2023-01-01T00:00:00.000Z
Divorciado,Redes e Infraestructura,4.4,2023-01-01T00:00:00.000Z
Soltero,Redes e Infraestructura,1.7,2023-01-01T00:00:00.000Z
Union libre,Redes e Infraestructura,4.6,2023-01-01T00:00:00.000Z
Soltero,Redes e Infraestructura,3.4,2023-01-01T00:00:00.000Z
Divorciado,Electiva Libre I,4.0,2024-03-01T00:00:00.000Z
Union libre,Electiva Libre I,0.1,2024-03-01T00:00:00.000Z
Divorciado,Electiva Libre I,0.5,2024-03-01T00:00:00.000Z
Viudo,Electiva Libre I,4.2,2024-03-01T00:00:00.000Z
Viudo,Electiva Libre I,2.5,2024-03-01T00:00:00.000Z
Divorciado,Electiva Profesional 1,4.0,2023-01-01T00:00:00.000Z
Casado,Electiva Profesional 1,4.1,2023-01-01T00:00:00.000Z
Casado,Electiva Profesional 1,3.4,2023-01-01T00:00:00.000Z
Casado,Electiva Profesional 1,4.1,2023-01-01T00:00:00.000Z
Divorciado,Electiva Profesional 1,0.9,2023-01-01T00:00:00.000Z
Divorciado,Redes e Infraestructura,0.0,2021-01-01T00:00:00.000Z
Soltero,Redes e Infraestructura,1.2,2021-01-01T00:00:00.000Z
Divorciado,Redes e Infraestructura,0.0,2021-01-01T00:00:00.000Z
Viudo,Redes e Infraestructura,1.6,2021-01-01T00:00:00.000Z
Soltero,Redes e Infraestructura,0.2,2021-01-01T00:00:00.000Z
Viudo,Legislación y Ética en el Manejo de Datos,3.9,2023-01-01T00:00:00.000Z
Divorciado,Legislación y Ética en el Manejo de Datos,0.7,2023-01-01T00:00:00.000Z
Casado,Legislación y Ética en el Manejo de Datos,3.2,2023-01-01T00:00:00.000Z
Divorciado,Legislación y Ética en el Manejo de Datos,0.4,2023-01-01T00:00:00.000Z
Viudo,Legislación y Ética en el Manejo de Datos,3.3,2023-01-01T00:00:00.000Z
Soltero,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3.2,2021-03-01T00:00:00.000Z
Viudo,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2.1,2021-03-01T00:00:00.000Z
Soltero,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.4,2021-03-01T00:00:00.000Z
Casado,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.4,2021-03-01T00:00:00.000Z
Divorciado,Introducción a la Ingeniería de Datos e Inteligencia Artificial,2.6,2021-03-01T00:00:00.000Z
Casado,Analítica de Datos,4.1,2024-01-01T00:00:00.000Z
Divorciado,Analítica de Datos,2.6,2024-01-01T00:00:00.000Z
Casado,Analítica de Datos,0.4,2024-01-01T00:00:00.000Z
Union libre,Analítica de Datos,4.2,2024-01-01T00:00:00.000Z
Viudo,Analítica de Datos,1.4,2024-01-01T00:00:00.000Z
Viudo,Introducción a la Ingeniería de Datos e Inteligencia Artificial,3.6,2021-01-01T00:00:00.000Z
Divorciado,Introducción a la Ingeniería de Datos e Inteligencia Artificial,0.2,2021-01-01T00:00:00.000Z
Casado,Introducción a la Ingeniería de Datos e Inteligencia Artificial,1.5,2021-01-01T00:00:00.000Z
Soltero,Introducción a la Ingeniería de Datos e Inteligencia Artificial,0.5,2021-01-01T00:00:00.000Z
Soltero,Introducción a la Ingeniería de Datos e Inteligencia Artificial,4.3,2021-01-01T00:00:00.000Z
Viudo,Seminario de Ing. de Datos e IA,2.5,2022-03-01T00:00:00.000Z
Casado,Seminario de Ing. de Datos e IA,3.8,2022-03-01T00:00:00.000Z
Soltero,Seminario de Ing. de Datos e IA,0.2,2022-03-01T00:00:00.000Z
Union libre,Seminario de Ing. de Datos e IA,1.7,2022-03-01T00:00:00.000Z
Union libre,Seminario de Ing. de Datos e IA,3.8,2022-03-01T00:00:00.000Z
Divorciado,Formación Ciudadana II: Sociedad y Estado,0.6,2021-01-01T00:00:00.000Z
Soltero,Formación Ciudadana II: Sociedad y Estado,1.1,2021-01-01T00:00:00.000Z
Viudo,Formación Ciudadana II: Sociedad y Estado,2.2,2021-01-01T00:00:00.000Z
Soltero,Formación Ciudadana II: Sociedad y Estado,1.0,2021-01-01T00:00:00.000Z
Soltero,Formación Ciudadana II: Sociedad y Estado,4.5,2021-01-01T00:00:00.000Z
Soltero,Seguridad de la Información,0.8,2024-01-01T00:00:00.000Z
Soltero,Seguridad de la Información,0.9,2024-01-01T00:00:00.000Z
Soltero,Seguridad de la Información,4.2,2024-01-01T00:00:00.000Z
Viudo,Seguridad de la Información,1.0,2024-01-01T00:00:00.000Z
Divorciado,Seguridad de la Información,1.4,2024-01-01T00:00:00.000Z
Casado,Electiva Profesional 3,0.5,2021-03-01T00:00:00.000Z
Divorciado,Electiva Profesional 3,0.5,2021-03-01T00:00:00.000Z
Union libre,Electiva Profesional 3,1.9,2021-03-01T00:00:00.000Z
Viudo,Electiva Profesional 3,0.1,2021-03-01T00:00:00.000Z
Casado,Electiva Profesional 3,2.7,2021-03-01T00:00:00.000Z
Soltero,Electiva Profesional 3,2.2,2024-03-01T00:00:00.000Z
Divorciado,Electiva Profesional 3,1.0,2024-03-01T00:00:00.000Z
Soltero,Electiva Profesional 3,1.3,2024-03-01T00:00:00.000Z
Divorciado,Electiva Profesional 3,3.4,2024-03-01T00:00:00.000Z
Viudo,Electiva Profesional 3,4.0,2024-03-01T00:00:00.000Z
Soltero,Ingles 4,1.2,2024-03-01T00:00:00.000Z
Union libre,Ingles 4,2.3,2024-03-01T00:00:00.000Z
Soltero,Ingles 4,0.7,2024-03-01T00:00:00.000Z
Soltero,Ingles 4,2.5,2024-03-01T00:00:00.000Z
Soltero,Ingles 4,4.4,2024-03-01T00:00:00.000Z
Union libre,Electiva Profesional 5,3.7,2023-03-01T00:00:00.000Z
Casado,Electiva Profesional 5,3.7,2023-03-01T00:00:00.000Z
Union libre,Electiva Profesional 5,2.6,2023-03-01T00:00:00.000Z
Union libre,Electiva Profesional 5,2.9,2023-03-01T00:00:00.000Z
Viudo,Electiva Profesional 5,4.8,2023-03-01T00:00:00.000Z
Divorciado,Seguridad de la Información,2.3,2022-03-01T00:00:00.000Z
Union libre,Seguridad de la Información,0.6,2022-03-01T00:00:00.000Z
Union libre,Seguridad de la Información,1.4,2022-03-01T00:00:00.000Z
Divorciado,Seguridad de la Información,1.0,2022-03-01T00:00:00.000Z
Soltero,Seguridad de la Información,4.0,2022-03-01T00:00:00.000Z
Union libre,Ingles 1,1.9,2023-01-01T00:00:00.000Z
Viudo,Ingles 1,2.2,2023-01-01T00:00:00.000Z
Union libre,Ingles 1,3.4,2023-01-01T00:00:00.000Z
Divorciado,Ingles 1,2.6,2023-01-01T00:00:00.000Z
Soltero,Ingles 1,1.8,2023-01-01T00:00:00.000Z
Viudo,Electiva de  Ciencias Sociales,2.4,2023-03-01T00:00:00.000Z
Soltero,Electiva de  Ciencias Sociales,0.0,2023-03-01T00:00:00.000Z
Union libre,Electiva de  Ciencias Sociales,2.2,2023-03-01T00:00:00.000Z
Viudo,Electiva de  Ciencias Sociales,3.3,2023-03-01T00:00:00.000Z
Union libre,Electiva de  Ciencias Sociales,4.0,2023-03-01T00:00:00.000Z
Casado,ETL (Extracción Transformación y Carga),0.2,2023-01-01T00:00:00.000Z
Casado,ETL (Extracción Transformación y Carga),2.7,2023-01-01T00:00:00.000Z
Divorciado,ETL (Extracción Transformación y Carga),3.2,2023-01-01T00:00:00.000Z
Casado,ETL (Extracción Transformación y Carga),3.7,2023-01-01T00:00:00.000Z
Divorciado,ETL (Extracción Transformación y Carga),1.1,2023-01-01T00:00:00.000Z
Union libre,Programación,2.7,2024-03-01T00:00:00.000Z
Union libre,Programación,2.9,2024-03-01T00:00:00.000Z
Union libre,Programación,2.0,2024-03-01T00:00:00.000Z
Divorciado,Programación,4.3,2024-03-01T00:00:00.000Z
Soltero,Programación,0.8,2024-03-01T00:00:00.000Z
Soltero,Ingles 3,4.2,2024-01-01T00:00:00.000Z
Soltero,Ingles 3,0.3,2024-01-01T00:00:00.000Z
Viudo,Ingles 3,1.9,2024-01-01T00:00:00.000Z
Casado,Ingles 3,2.5,2024-01-01T00:00:00.000Z
Divorciado,Ingles 3,2.0,2024-01-01T00:00:00.000Z
Soltero,Electiva profesional 4,2.7,2023-01-01T00:00:00.000Z
Soltero,Electiva profesional 4,2.4,2023-01-01T00:00:00.000Z
Soltero,Electiva profesional 4,4.4,2023-01-01T00:00:00.000Z
Casado,Electiva profesional 4,0.8,2023-01-01T00:00:00.000Z
Union libre,Electiva profesional 4,2.8,2023-01-01T00:00:00.000Z
Divorciado,Ingles 2,3.2,2023-03-01T00:00:00.000Z
Union libre,Ingles 2,4.0,2023-03-01T00:00:00.000Z
Union libre,Ingles 2,2.8,2023-03-01T00:00:00.000Z
Soltero,Ingles 2,2.1,2023-03-01T00:00:00.000Z
Divorciado,Ingles 2,4.8,2023-03-01T00:00:00.000Z
Divorciado,Lógica y Matemática Discreta,2.6,2023-03-01T00:00:00.000Z
Soltero,Lógica y Matemática Discreta,0.8,2023-03-01T00:00:00.000Z
Soltero,Lógica y Matemática Discreta,0.7,2023-03-01T00:00:00.000Z
Union libre,Lógica y Matemática Discreta,4.6,2023-03-01T00:00:00.000Z
Casado,Lógica y Matemática Discreta,0.6,2023-03-01T00:00:00.000Z
Soltero,Electiva Profesional 2,3.4,2024-03-01T00:00:00.000Z
