paisOrigen,nombreCurso,nota,periodo
Portugal,Electiva profesional 4,0.8,2021-03-01T00:00:00.000Z
Portugal,Electiva Profesional 1,2.5,2023-03-01T00:00:00.000Z
Portugal,Electiva Profesional 1,4.8,2023-03-01T00:00:00.000Z
Portugal,Electiva Profesional 1,0.2,2023-03-01T00:00:00.000Z
Portugal,Electiva Profesional 1,1.7,2023-03-01T00:00:00.000Z
Portugal,Electiva Profesional 1,0.8,2023-03-01T00:00:00.000Z
Portugal,Formación Ciudadana III: Paz y Convivencia,2.7,2022-01-01T00:00:00.000Z
Portugal,Formación Ciudadana III: Paz y Convivencia,0.6,2022-01-01T00:00:00.000Z
Portugal,Formación Ciudadana III: Paz y Convivencia,4.8,2022-01-01T00:00:00.000Z
Portugal,Formación Ciudadana III: Paz y Convivencia,2.3,2022-01-01T00:00:00.000Z
Portugal,Formación Ciudadana III: Paz y Convivencia,1.6,2022-01-01T00:00:00.000Z
Portugal,Redes e Infraestructura,1.2,2024-03-01T00:00:00.000Z
Portugal,Redes e Infraestructura,4.6,2024-03-01T00:00:00.000Z
Portugal,Redes e Infraestructura,4.3,2024-03-01T00:00:00.000Z
Portugal,Redes e Infraestructura,0.2,2024-03-01T00:00:00.000Z
Portugal,Redes e Infraestructura,2.8,2024-03-01T00:00:00.000Z
Portugal,Seguridad de la Información,3.8,2023-03-01T00:00:00.000Z
Portugal,Seguridad de la Información,4.4,2023-03-01T00:00:00.000Z
Portugal,Seguridad de la Información,3.7,2023-03-01T00:00:00.000Z
Portugal,Seguridad de la Información,3.6,2023-03-01T00:00:00.000Z
Portugal,Seguridad de la Información,0.8,2023-03-01T00:00:00.000Z
Portugal,Ingles 1,1.3,2022-01-01T00:00:00.000Z
Portugal,Ingles 1,4.3,2022-01-01T00:00:00.000Z
Portugal,Ingles 1,1.8,2022-01-01T00:00:00.000Z
Portugal,Ingles 1,1.3,2022-01-01T00:00:00.000Z
Portugal,Ingles 1,2.7,2022-01-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,2.1,2023-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,1.0,2023-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,0.6,2023-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,1.6,2023-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,1.5,2023-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,2.6,2024-01-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,3.5,2024-01-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,4.0,2024-01-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,3.5,2024-01-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,3.8,2024-01-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,2.9,2023-01-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,1.0,2023-01-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,4.1,2023-01-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,0.1,2023-01-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,1.2,2023-01-01T00:00:00.000Z
Portugal,Ingles 2,4.7,2024-01-01T00:00:00.000Z
Portugal,Ingles 2,0.8,2024-01-01T00:00:00.000Z
Portugal,Ingles 2,1.5,2024-01-01T00:00:00.000Z
Portugal,Ingles 2,0.9,2024-01-01T00:00:00.000Z
Portugal,Ingles 2,3.3,2024-01-01T00:00:00.000Z
Portugal,Electiva Libre I,3.2,2023-03-01T00:00:00.000Z
Portugal,Electiva Libre I,2.6,2023-03-01T00:00:00.000Z
Portugal,Electiva Libre I,3.1,2023-03-01T00:00:00.000Z
Portugal,Electiva Libre I,2.1,2023-03-01T00:00:00.000Z
Portugal,Electiva Libre I,4.1,2023-03-01T00:00:00.000Z
Portugal,Seguridad de la Información,0.4,2024-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,5.0,2024-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,4.8,2024-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,1.0,2024-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,2.6,2024-01-01T00:00:00.000Z
Portugal,Lógica y Matemática Discreta,1.5,2021-01-01T00:00:00.000Z
Portugal,Lógica y Matemática Discreta,4.3,2021-01-01T00:00:00.000Z
Portugal,Lógica y Matemática Discreta,2.6,2021-01-01T00:00:00.000Z
Portugal,Lógica y Matemática Discreta,0.8,2021-01-01T00:00:00.000Z
Portugal,Lógica y Matemática Discreta,4.4,2021-01-01T00:00:00.000Z
Portugal,Innovación y Emprendimiento,0.3,2024-01-01T00:00:00.000Z
Portugal,Innovación y Emprendimiento,1.3,2024-01-01T00:00:00.000Z
Portugal,Innovación y Emprendimiento,4.2,2024-01-01T00:00:00.000Z
Portugal,Innovación y Emprendimiento,2.7,2024-01-01T00:00:00.000Z
Portugal,Innovación y Emprendimiento,3.5,2024-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,4.9,2021-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,4.4,2021-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,3.2,2021-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,3.2,2021-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,1.2,2021-01-01T00:00:00.000Z
Portugal,Comunicación Oral y Escrita,1.8,2022-01-01T00:00:00.000Z
Portugal,Comunicación Oral y Escrita,1.0,2022-01-01T00:00:00.000Z
Portugal,Comunicación Oral y Escrita,0.7,2022-01-01T00:00:00.000Z
Portugal,Comunicación Oral y Escrita,4.2,2022-01-01T00:00:00.000Z
Portugal,Comunicación Oral y Escrita,2.3,2022-01-01T00:00:00.000Z
Portugal,Administración para Ingenieros,2.7,2022-03-01T00:00:00.000Z
Portugal,Administración para Ingenieros,4.1,2022-03-01T00:00:00.000Z
Portugal,Administración para Ingenieros,1.8,2022-03-01T00:00:00.000Z
Portugal,Administración para Ingenieros,3.4,2022-03-01T00:00:00.000Z
Portugal,Administración para Ingenieros,3.4,2022-03-01T00:00:00.000Z
Portugal,Comunicación Oral y Escrita,2.7,2023-01-01T00:00:00.000Z
Portugal,Comunicación Oral y Escrita,3.7,2023-01-01T00:00:00.000Z
Portugal,Comunicación Oral y Escrita,3.5,2023-01-01T00:00:00.000Z
Portugal,Comunicación Oral y Escrita,3.6,2023-01-01T00:00:00.000Z
Portugal,Comunicación Oral y Escrita,2.3,2023-01-01T00:00:00.000Z
Portugal,Electiva Profesional 5,4.4,2023-03-01T00:00:00.000Z
Portugal,Electiva Profesional 5,3.5,2023-03-01T00:00:00.000Z
Portugal,Electiva Profesional 5,0.8,2023-03-01T00:00:00.000Z
Portugal,Electiva Profesional 5,2.4,2023-03-01T00:00:00.000Z
Portugal,Electiva Profesional 5,1.0,2023-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,0.3,2023-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,4.6,2023-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,3.0,2023-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,2.4,2023-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,1.0,2023-03-01T00:00:00.000Z
Portugal,Álgebra lineal,3.0,2024-01-01T00:00:00.000Z
Portugal,Álgebra lineal,3.5,2024-01-01T00:00:00.000Z
Portugal,Álgebra lineal,3.5,2024-01-01T00:00:00.000Z
Portugal,Álgebra lineal,3.2,2024-01-01T00:00:00.000Z
Portugal,Álgebra lineal,1.9,2024-01-01T00:00:00.000Z
Italia,Electiva profesional 4,3.6,2023-01-01T00:00:00.000Z
Portugal,Electiva profesional 4,1.5,2023-01-01T00:00:00.000Z
Portugal,Electiva profesional 4,1.7,2023-01-01T00:00:00.000Z
Portugal,Electiva profesional 4,0.6,2023-01-01T00:00:00.000Z
Portugal,Electiva profesional 4,0.1,2023-01-01T00:00:00.000Z
Portugal,Programación,0.2,2021-01-01T00:00:00.000Z
Portugal,Programación,1.9,2021-01-01T00:00:00.000Z
Portugal,Programación,1.6,2021-01-01T00:00:00.000Z
Portugal,Programación,1.8,2021-01-01T00:00:00.000Z
Portugal,Programación,4.0,2021-01-01T00:00:00.000Z
Portugal,Inteligencia Artificial,0.5,2024-03-01T00:00:00.000Z
Portugal,Inteligencia Artificial,0.5,2024-03-01T00:00:00.000Z
Portugal,Inteligencia Artificial,3.7,2024-03-01T00:00:00.000Z
Portugal,Inteligencia Artificial,4.1,2024-03-01T00:00:00.000Z
Portugal,Inteligencia Artificial,1.5,2024-03-01T00:00:00.000Z
Santo Tom? y Princip,Legislación y Ética en el Manejo de Datos,0.8,2023-01-01T00:00:00.000Z
Portugal,Legislación y Ética en el Manejo de Datos,4.1,2023-01-01T00:00:00.000Z
Portugal,Legislación y Ética en el Manejo de Datos,2.7,2023-01-01T00:00:00.000Z
Portugal,Legislación y Ética en el Manejo de Datos,3.6,2023-01-01T00:00:00.000Z
Portugal,Legislación y Ética en el Manejo de Datos,2.8,2023-01-01T00:00:00.000Z
Portugal,Álgebra lineal,3.5,2024-03-01T00:00:00.000Z
Portugal,Álgebra lineal,2.7,2024-03-01T00:00:00.000Z
Portugal,Álgebra lineal,2.9,2024-03-01T00:00:00.000Z
Portugal,Álgebra lineal,3.1,2024-03-01T00:00:00.000Z
Portugal,Álgebra lineal,3.9,2024-03-01T00:00:00.000Z
Portugal,Redes e Infraestructura,0.1,2024-01-01T00:00:00.000Z
Portugal,Redes e Infraestructura,1.0,2024-01-01T00:00:00.000Z
Portugal,Redes e Infraestructura,2.6,2024-01-01T00:00:00.000Z
Portugal,Redes e Infraestructura,4.2,2024-01-01T00:00:00.000Z
Portugal,Redes e Infraestructura,1.2,2024-01-01T00:00:00.000Z
Portugal,Analítica de Datos,2.6,2024-03-01T00:00:00.000Z
Portugal,Analítica de Datos,3.2,2024-03-01T00:00:00.000Z
Portugal,Analítica de Datos,3.2,2024-03-01T00:00:00.000Z
Portugal,Analítica de Datos,0.6,2024-03-01T00:00:00.000Z
Portugal,Analítica de Datos,0.7,2024-03-01T00:00:00.000Z
Portugal,Electiva Profesional 5,2.4,2023-03-01T00:00:00.000Z
Portugal,Electiva Profesional 5,3.4,2023-03-01T00:00:00.000Z
Portugal,Electiva Profesional 5,4.0,2023-03-01T00:00:00.000Z
Portugal,Electiva Profesional 5,2.4,2023-03-01T00:00:00.000Z
Portugal,Electiva Profesional 5,4.0,2023-03-01T00:00:00.000Z
Portugal,Sistemas Operativos,1.6,2022-03-01T00:00:00.000Z
Portugal,Sistemas Operativos,4.6,2022-03-01T00:00:00.000Z
Portugal,Sistemas Operativos,0.7,2022-03-01T00:00:00.000Z
Portugal,Sistemas Operativos,1.9,2022-03-01T00:00:00.000Z
Portugal,Sistemas Operativos,3.8,2022-03-01T00:00:00.000Z
Portugal,Cálculo 2,4.0,2022-03-01T00:00:00.000Z
Portugal,Cálculo 2,2.5,2022-03-01T00:00:00.000Z
Portugal,Cálculo 2,3.9,2022-03-01T00:00:00.000Z
Portugal,Cálculo 2,3.8,2022-03-01T00:00:00.000Z
Portugal,Cálculo 2,0.9,2022-03-01T00:00:00.000Z
Portugal,Ingles 5,4.3,2022-03-01T00:00:00.000Z
Portugal,Ingles 5,0.4,2022-03-01T00:00:00.000Z
Portugal,Ingles 5,4.4,2022-03-01T00:00:00.000Z
Portugal,Ingles 5,3.7,2022-03-01T00:00:00.000Z
Portugal,Ingles 5,1.1,2022-03-01T00:00:00.000Z
Portugal,Seguridad de la Información,2.9,2023-03-01T00:00:00.000Z
Portugal,Seguridad de la Información,4.5,2023-03-01T00:00:00.000Z
Portugal,Seguridad de la Información,1.9,2023-03-01T00:00:00.000Z
Portugal,Seguridad de la Información,3.7,2023-03-01T00:00:00.000Z
Portugal,Seguridad de la Información,1.5,2023-03-01T00:00:00.000Z
Portugal,Seguridad de la Información,3.5,2024-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,0.6,2024-01-01T00:00:00.000Z
Brasil,Seguridad de la Información,2.2,2024-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,1.5,2024-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,1.7,2024-01-01T00:00:00.000Z
Portugal,Redes e Infraestructura,3.5,2024-03-01T00:00:00.000Z
Portugal,Redes e Infraestructura,0.9,2024-03-01T00:00:00.000Z
Portugal,Redes e Infraestructura,4.6,2024-03-01T00:00:00.000Z
Portugal,Redes e Infraestructura,0.4,2024-03-01T00:00:00.000Z
Portugal,Redes e Infraestructura,4.9,2024-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,2.4,2022-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,1.4,2022-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,2.8,2022-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,1.3,2022-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,3.9,2022-03-01T00:00:00.000Z
Portugal,Electiva Libre I,3.7,2021-03-01T00:00:00.000Z
Portugal,Electiva Libre I,0.0,2021-03-01T00:00:00.000Z
Portugal,Electiva Libre I,0.0,2021-03-01T00:00:00.000Z
Portugal,Electiva Libre I,2.5,2021-03-01T00:00:00.000Z
Portugal,Electiva Libre I,4.4,2021-03-01T00:00:00.000Z
Portugal,Formación Ciudadana I : Identidades y Pluralismo,1.3,2023-03-01T00:00:00.000Z
Portugal,Formación Ciudadana I : Identidades y Pluralismo,3.1,2023-03-01T00:00:00.000Z
Portugal,Formación Ciudadana I : Identidades y Pluralismo,4.3,2023-03-01T00:00:00.000Z
Portugal,Formación Ciudadana I : Identidades y Pluralismo,1.7,2023-03-01T00:00:00.000Z
Portugal,Formación Ciudadana I : Identidades y Pluralismo,2.6,2023-03-01T00:00:00.000Z
Portugal,ETL (Extracción Transformación y Carga),1.9,2021-03-01T00:00:00.000Z
Portugal,ETL (Extracción Transformación y Carga),0.6,2021-03-01T00:00:00.000Z
Portugal,ETL (Extracción Transformación y Carga),0.1,2021-03-01T00:00:00.000Z
Portugal,ETL (Extracción Transformación y Carga),4.5,2021-03-01T00:00:00.000Z
Portugal,ETL (Extracción Transformación y Carga),1.8,2021-03-01T00:00:00.000Z
Portugal,Legislación y Ética en el Manejo de Datos,0.4,2023-01-01T00:00:00.000Z
Portugal,Legislación y Ética en el Manejo de Datos,0.6,2023-01-01T00:00:00.000Z
Portugal,Legislación y Ética en el Manejo de Datos,0.5,2023-01-01T00:00:00.000Z
Portugal,Legislación y Ética en el Manejo de Datos,0.5,2023-01-01T00:00:00.000Z
Portugal,Legislación y Ética en el Manejo de Datos,0.9,2023-01-01T00:00:00.000Z
Portugal,Cálculo 2,1.9,2023-01-01T00:00:00.000Z
Portugal,Cálculo 2,0.2,2023-01-01T00:00:00.000Z
Portugal,Cálculo 2,0.1,2023-01-01T00:00:00.000Z
Portugal,Cálculo 2,0.8,2023-01-01T00:00:00.000Z
Portugal,Cálculo 2,2.6,2023-01-01T00:00:00.000Z
Portugal,Ingles 4,2.8,2021-01-01T00:00:00.000Z
Portugal,Ingles 4,4.3,2021-01-01T00:00:00.000Z
Portugal,Ingles 4,2.8,2021-01-01T00:00:00.000Z
Portugal,Ingles 4,4.1,2021-01-01T00:00:00.000Z
Portugal,Ingles 4,2.2,2021-01-01T00:00:00.000Z
Portugal,Analítica de Datos,2.0,2023-01-01T00:00:00.000Z
Portugal,Analítica de Datos,3.6,2023-01-01T00:00:00.000Z
Portugal,Analítica de Datos,3.5,2023-01-01T00:00:00.000Z
Portugal,Analítica de Datos,3.0,2023-01-01T00:00:00.000Z
Portugal,Analítica de Datos,3.4,2023-01-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,2.8,2023-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,2.7,2023-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,1.2,2023-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,1.3,2023-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,0.5,2023-03-01T00:00:00.000Z
Portugal,Programación,0.8,2023-01-01T00:00:00.000Z
Portugal,Programación,1.2,2023-01-01T00:00:00.000Z
Portugal,Programación,4.2,2023-01-01T00:00:00.000Z
Portugal,Programación,4.1,2023-01-01T00:00:00.000Z
Portugal,Programación,2.9,2023-01-01T00:00:00.000Z
Portugal,Electiva Profesional 3,1.9,2021-03-01T00:00:00.000Z
Portugal,Electiva Profesional 3,2.1,2021-03-01T00:00:00.000Z
Portugal,Electiva Profesional 3,4.1,2021-03-01T00:00:00.000Z
Portugal,Electiva Profesional 3,2.5,2021-03-01T00:00:00.000Z
Portugal,Electiva Profesional 3,4.4,2021-03-01T00:00:00.000Z
Portugal,Redes e Infraestructura,2.0,2021-01-01T00:00:00.000Z
Santo Tom? y Princip,Redes e Infraestructura,1.0,2021-01-01T00:00:00.000Z
Portugal,Redes e Infraestructura,1.9,2021-01-01T00:00:00.000Z
Portugal,Redes e Infraestructura,3.2,2021-01-01T00:00:00.000Z
Portugal,Redes e Infraestructura,1.5,2021-01-01T00:00:00.000Z
Cabo verde,Ingles 1,4.4,2022-03-01T00:00:00.000Z
Portugal,Ingles 1,0.7,2022-03-01T00:00:00.000Z
Portugal,Ingles 1,1.9,2022-03-01T00:00:00.000Z
Portugal,Ingles 1,1.9,2022-03-01T00:00:00.000Z
Portugal,Ingles 1,0.2,2022-03-01T00:00:00.000Z
Portugal,Ingeniería y Sostenibilidad,2.3,2023-01-01T00:00:00.000Z
Portugal,Ingeniería y Sostenibilidad,0.8,2023-01-01T00:00:00.000Z
Portugal,Ingeniería y Sostenibilidad,4.9,2023-01-01T00:00:00.000Z
Portugal,Ingeniería y Sostenibilidad,2.1,2023-01-01T00:00:00.000Z
Portugal,Ingeniería y Sostenibilidad,3.3,2023-01-01T00:00:00.000Z
Portugal,Legislación y Ética en el Manejo de Datos,1.1,2023-03-01T00:00:00.000Z
Portugal,Legislación y Ética en el Manejo de Datos,1.7,2023-03-01T00:00:00.000Z
Portugal,Legislación y Ética en el Manejo de Datos,3.1,2023-03-01T00:00:00.000Z
Portugal,Legislación y Ética en el Manejo de Datos,3.7,2023-03-01T00:00:00.000Z
Portugal,Legislación y Ética en el Manejo de Datos,0.0,2023-03-01T00:00:00.000Z
Portugal,Seguridad de la Información,3.2,2024-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,4.2,2024-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,0.1,2024-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,1.3,2024-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,4.0,2024-01-01T00:00:00.000Z
Portugal,Ingeniería y Sostenibilidad,0.3,2022-01-01T00:00:00.000Z
Portugal,Ingeniería y Sostenibilidad,1.3,2022-01-01T00:00:00.000Z
Portugal,Ingeniería y Sostenibilidad,4.5,2022-01-01T00:00:00.000Z
Portugal,Ingeniería y Sostenibilidad,1.0,2022-01-01T00:00:00.000Z
Portugal,Ingeniería y Sostenibilidad,0.4,2022-01-01T00:00:00.000Z
Portugal,Formación Ciudadana I : Identidades y Pluralismo,1.8,2023-01-01T00:00:00.000Z
Portugal,Formación Ciudadana I : Identidades y Pluralismo,4.0,2023-01-01T00:00:00.000Z
Portugal,Formación Ciudadana I : Identidades y Pluralismo,2.4,2023-01-01T00:00:00.000Z
Portugal,Formación Ciudadana I : Identidades y Pluralismo,1.0,2023-01-01T00:00:00.000Z
Portugal,Formación Ciudadana I : Identidades y Pluralismo,1.2,2023-01-01T00:00:00.000Z
Portugal,Ingeniería y Sostenibilidad,4.2,2024-03-01T00:00:00.000Z
Portugal,Ingeniería y Sostenibilidad,3.9,2024-03-01T00:00:00.000Z
Portugal,Ingeniería y Sostenibilidad,2.1,2024-03-01T00:00:00.000Z
Portugal,Ingeniería y Sostenibilidad,2.6,2024-03-01T00:00:00.000Z
Portugal,Ingeniería y Sostenibilidad,1.3,2024-03-01T00:00:00.000Z
Portugal,Lógica y Matemática Discreta,1.3,2023-01-01T00:00:00.000Z
Portugal,Lógica y Matemática Discreta,0.8,2023-01-01T00:00:00.000Z
Portugal,Lógica y Matemática Discreta,2.3,2023-01-01T00:00:00.000Z
Portugal,Lógica y Matemática Discreta,1.0,2023-01-01T00:00:00.000Z
Portugal,Lógica y Matemática Discreta,2.4,2023-01-01T00:00:00.000Z
Portugal,Ingles 2,1.5,2024-01-01T00:00:00.000Z
Portugal,Ingles 2,4.4,2024-01-01T00:00:00.000Z
Portugal,Ingles 2,3.0,2024-01-01T00:00:00.000Z
Portugal,Ingles 2,1.8,2024-01-01T00:00:00.000Z
Portugal,Ingles 2,4.6,2024-01-01T00:00:00.000Z
Portugal,Electiva Profesional 2,0.8,2022-03-01T00:00:00.000Z
Portugal,Electiva Profesional 2,1.6,2022-03-01T00:00:00.000Z
Portugal,Electiva Profesional 2,1.6,2022-03-01T00:00:00.000Z
Portugal,Electiva Profesional 2,1.7,2022-03-01T00:00:00.000Z
Portugal,Electiva Profesional 2,1.8,2022-03-01T00:00:00.000Z
Portugal,ETL (Extracción Transformación y Carga),0.1,2024-03-01T00:00:00.000Z
Portugal,ETL (Extracción Transformación y Carga),1.5,2024-03-01T00:00:00.000Z
Portugal,ETL (Extracción Transformación y Carga),4.8,2024-03-01T00:00:00.000Z
Portugal,ETL (Extracción Transformación y Carga),1.4,2024-03-01T00:00:00.000Z
Portugal,ETL (Extracción Transformación y Carga),1.7,2024-03-01T00:00:00.000Z
Portugal,Electiva Profesional 2,2.9,2021-01-01T00:00:00.000Z
Portugal,Electiva Profesional 2,2.3,2021-01-01T00:00:00.000Z
Portugal,Electiva Profesional 2,3.2,2021-01-01T00:00:00.000Z
Portugal,Electiva Profesional 2,2.6,2021-01-01T00:00:00.000Z
Portugal,Electiva Profesional 2,1.3,2021-01-01T00:00:00.000Z
Portugal,Analítica de Datos,0.3,2024-03-01T00:00:00.000Z
Portugal,Analítica de Datos,2.2,2024-03-01T00:00:00.000Z
Portugal,Analítica de Datos,3.4,2024-03-01T00:00:00.000Z
Portugal,Analítica de Datos,0.1,2024-03-01T00:00:00.000Z
Portugal,Analítica de Datos,0.8,2024-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,0.4,2024-01-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,2.3,2024-01-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,4.7,2024-01-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,3.4,2024-01-01T00:00:00.000Z
Portugal,Estadística y Probabilidad I,1.9,2024-01-01T00:00:00.000Z
Portugal,Lógica y Matemática Discreta,1.7,2022-01-01T00:00:00.000Z
Portugal,Lógica y Matemática Discreta,2.5,2022-01-01T00:00:00.000Z
Portugal,Lógica y Matemática Discreta,4.4,2022-01-01T00:00:00.000Z
Portugal,Lógica y Matemática Discreta,0.7,2022-01-01T00:00:00.000Z
Portugal,Lógica y Matemática Discreta,3.6,2022-01-01T00:00:00.000Z
Portugal,Cálculo 1,1.2,2021-01-01T00:00:00.000Z
Portugal,Cálculo 1,3.2,2021-01-01T00:00:00.000Z
Portugal,Cálculo 1,3.5,2021-01-01T00:00:00.000Z
Portugal,Cálculo 1,2.3,2021-01-01T00:00:00.000Z
Portugal,Cálculo 1,1.2,2021-01-01T00:00:00.000Z
Portugal,Matemáticas Fundamentales,2.2,2021-01-01T00:00:00.000Z
Portugal,Matemáticas Fundamentales,4.7,2021-01-01T00:00:00.000Z
Portugal,Matemáticas Fundamentales,0.2,2021-01-01T00:00:00.000Z
Portugal,Matemáticas Fundamentales,3.7,2021-01-01T00:00:00.000Z
Portugal,Matemáticas Fundamentales,1.4,2021-01-01T00:00:00.000Z
Portugal,Electiva de  Ciencias Sociales,1.0,2022-03-01T00:00:00.000Z
Portugal,Electiva de  Ciencias Sociales,0.1,2022-03-01T00:00:00.000Z
Portugal,Electiva de  Ciencias Sociales,3.5,2022-03-01T00:00:00.000Z
Portugal,Electiva de  Ciencias Sociales,1.7,2022-03-01T00:00:00.000Z
Portugal,Electiva de  Ciencias Sociales,3.9,2022-03-01T00:00:00.000Z
Portugal,Electiva Profesional 3,3.9,2023-01-01T00:00:00.000Z
Portugal,Electiva Profesional 3,3.6,2023-01-01T00:00:00.000Z
Portugal,Electiva Profesional 3,4.0,2023-01-01T00:00:00.000Z
Portugal,Electiva Profesional 3,2.6,2023-01-01T00:00:00.000Z
Portugal,Electiva Profesional 3,1.3,2023-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,2.7,2024-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,1.9,2024-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,3.9,2024-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,0.1,2024-01-01T00:00:00.000Z
Portugal,Seguridad de la Información,0.1,2024-01-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,2.9,2022-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,0.9,2022-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,2.1,2022-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,1.2,2022-03-01T00:00:00.000Z
Portugal,Estadística y Probabilidad II,3.8,2022-03-01T00:00:00.000Z
Portugal,Programación,1.8,2024-03-01T00:00:00.000Z
Portugal,Programación,2.3,2024-03-01T00:00:00.000Z
Portugal,Programación,2.6,2024-03-01T00:00:00.000Z
Portugal,Programación,0.9,2024-03-01T00:00:00.000Z
Portugal,Programación,0.4,2024-03-01T00:00:00.000Z
Portugal,Redes e Infraestructura,2.7,2023-01-01T00:00:00.000Z
Portugal,Redes e Infraestructura,4.9,2023-01-01T00:00:00.000Z
Portugal,Redes e Infraestructura,2.1,2023-01-01T00:00:00.000Z
Portugal,Redes e Infraestructura,1.0,2023-01-01T00:00:00.000Z
Portugal,Redes e Infraestructura,3.9,2023-01-01T00:00:00.000Z
Dinamarca,Matemáticas Fundamentales,0.2,2024-01-01T00:00:00.000Z
Portugal,Matemáticas Fundamentales,4.7,2024-01-01T00:00:00.000Z
Portugal,Matemáticas Fundamentales,3.3,2024-01-01T00:00:00.000Z
Portugal,Matemáticas Fundamentales,0.5,2024-01-01T00:00:00.000Z
Portugal,Matemáticas Fundamentales,3.5,2024-01-01T00:00:00.000Z
Portugal,Redes e Infraestructura,2.8,2022-01-01T00:00:00.000Z
Portugal,Redes e Infraestructura,0.9,2022-01-01T00:00:00.000Z
Portugal,Redes e Infraestructura,4.5,2022-01-01T00:00:00.000Z
Portugal,Redes e Infraestructura,4.0,2022-01-01T00:00:00.000Z
Portugal,Redes e Infraestructura,1.4,2022-01-01T00:00:00.000Z
Portugal,Almacenamiento de datos,3.2,2022-03-01T00:00:00.000Z
Portugal,Almacenamiento de datos,1.7,2022-03-01T00:00:00.000Z
Brasil,Almacenamiento de datos,2.5,2022-03-01T00:00:00.000Z
Portugal,Almacenamiento de datos,0.7,2022-03-01T00:00:00.000Z
Portugal,Almacenamiento de datos,0.8,2022-03-01T00:00:00.000Z
Portugal,Formación Ciudadana II: Sociedad y Estado,1.2,2024-01-01T00:00:00.000Z
Portugal,Formación Ciudadana II: Sociedad y Estado,2.7,2024-01-01T00:00:00.000Z
Portugal,Formación Ciudadana II: Sociedad y Estado,3.2,2024-01-01T00:00:00.000Z
Portugal,Formación Ciudadana II: Sociedad y Estado,2.3,2024-01-01T00:00:00.000Z
Portugal,Formación Ciudadana II: Sociedad y Estado,2.2,2024-01-01T00:00:00.000Z
Portugal,Lógica y Matemática Discreta,1.4,2021-03-01T00:00:00.000Z
Portugal,Lógica y Matemática Discreta,1.9,2021-03-01T00:00:00.000Z
Portugal,Lógica y Matemática Discreta,2.6,2021-03-01T00:00:00.000Z
